Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
49	'imgPerTrial',008,'fixationImage01ID',048,'fixationImage02ID',058,'fixationImage03ID',068,'fixationImage04ID',078,'fixationImage05ID',008,'fixationImage06ID',018,'fixationImage07ID',028,'fixationImage08ID',038,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\048','fixationImage02File','.\stim\058','fixationImage03File','.\stim\068','fixationImage04File','.\stim\078','fixationImage05File','.\stim\008','fixationImage06File','.\stim\018','fixationImage07File','.\stim\028','fixationImage08File','.\stim\038','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
50	'imgPerTrial',008,'fixationImage01ID',049,'fixationImage02ID',059,'fixationImage03ID',069,'fixationImage04ID',079,'fixationImage05ID',009,'fixationImage06ID',019,'fixationImage07ID',029,'fixationImage08ID',039,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\049','fixationImage02File','.\stim\059','fixationImage03File','.\stim\069','fixationImage04File','.\stim\079','fixationImage05File','.\stim\009','fixationImage06File','.\stim\019','fixationImage07File','.\stim\029','fixationImage08File','.\stim\039','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
51	'imgPerTrial',008,'fixationImage01ID',050,'fixationImage02ID',060,'fixationImage03ID',070,'fixationImage04ID',080,'fixationImage05ID',010,'fixationImage06ID',020,'fixationImage07ID',030,'fixationImage08ID',040,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\050','fixationImage02File','.\stim\060','fixationImage03File','.\stim\070','fixationImage04File','.\stim\080','fixationImage05File','.\stim\010','fixationImage06File','.\stim\020','fixationImage07File','.\stim\030','fixationImage08File','.\stim\040','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
52	'imgPerTrial',008,'fixationImage01ID',031,'fixationImage02ID',041,'fixationImage03ID',051,'fixationImage04ID',061,'fixationImage05ID',071,'fixationImage06ID',001,'fixationImage07ID',011,'fixationImage08ID',021,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\031','fixationImage02File','.\stim\041','fixationImage03File','.\stim\051','fixationImage04File','.\stim\061','fixationImage05File','.\stim\071','fixationImage06File','.\stim\001','fixationImage07File','.\stim\011','fixationImage08File','.\stim\021','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
53	'imgPerTrial',008,'fixationImage01ID',032,'fixationImage02ID',042,'fixationImage03ID',052,'fixationImage04ID',062,'fixationImage05ID',072,'fixationImage06ID',002,'fixationImage07ID',012,'fixationImage08ID',022,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\032','fixationImage02File','.\stim\042','fixationImage03File','.\stim\052','fixationImage04File','.\stim\062','fixationImage05File','.\stim\072','fixationImage06File','.\stim\002','fixationImage07File','.\stim\012','fixationImage08File','.\stim\022','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
54	'imgPerTrial',008,'fixationImage01ID',033,'fixationImage02ID',043,'fixationImage03ID',053,'fixationImage04ID',063,'fixationImage05ID',073,'fixationImage06ID',003,'fixationImage07ID',013,'fixationImage08ID',023,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\033','fixationImage02File','.\stim\043','fixationImage03File','.\stim\053','fixationImage04File','.\stim\063','fixationImage05File','.\stim\073','fixationImage06File','.\stim\003','fixationImage07File','.\stim\013','fixationImage08File','.\stim\023','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
55	'imgPerTrial',008,'fixationImage01ID',034,'fixationImage02ID',044,'fixationImage03ID',054,'fixationImage04ID',064,'fixationImage05ID',074,'fixationImage06ID',004,'fixationImage07ID',014,'fixationImage08ID',024,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\034','fixationImage02File','.\stim\044','fixationImage03File','.\stim\054','fixationImage04File','.\stim\064','fixationImage05File','.\stim\074','fixationImage06File','.\stim\004','fixationImage07File','.\stim\014','fixationImage08File','.\stim\024','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
56	'imgPerTrial',008,'fixationImage01ID',035,'fixationImage02ID',045,'fixationImage03ID',055,'fixationImage04ID',065,'fixationImage05ID',075,'fixationImage06ID',005,'fixationImage07ID',015,'fixationImage08ID',025,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\035','fixationImage02File','.\stim\045','fixationImage03File','.\stim\055','fixationImage04File','.\stim\065','fixationImage05File','.\stim\075','fixationImage06File','.\stim\005','fixationImage07File','.\stim\015','fixationImage08File','.\stim\025','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
57	'imgPerTrial',008,'fixationImage01ID',036,'fixationImage02ID',046,'fixationImage03ID',056,'fixationImage04ID',066,'fixationImage05ID',076,'fixationImage06ID',006,'fixationImage07ID',016,'fixationImage08ID',026,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\036','fixationImage02File','.\stim\046','fixationImage03File','.\stim\056','fixationImage04File','.\stim\066','fixationImage05File','.\stim\076','fixationImage06File','.\stim\006','fixationImage07File','.\stim\016','fixationImage08File','.\stim\026','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
58	'imgPerTrial',008,'fixationImage01ID',037,'fixationImage02ID',047,'fixationImage03ID',057,'fixationImage04ID',067,'fixationImage05ID',077,'fixationImage06ID',007,'fixationImage07ID',017,'fixationImage08ID',027,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\037','fixationImage02File','.\stim\047','fixationImage03File','.\stim\057','fixationImage04File','.\stim\067','fixationImage05File','.\stim\077','fixationImage06File','.\stim\007','fixationImage07File','.\stim\017','fixationImage08File','.\stim\027','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
59	'imgPerTrial',008,'fixationImage01ID',038,'fixationImage02ID',048,'fixationImage03ID',058,'fixationImage04ID',068,'fixationImage05ID',078,'fixationImage06ID',008,'fixationImage07ID',018,'fixationImage08ID',028,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\038','fixationImage02File','.\stim\048','fixationImage03File','.\stim\058','fixationImage04File','.\stim\068','fixationImage05File','.\stim\078','fixationImage06File','.\stim\008','fixationImage07File','.\stim\018','fixationImage08File','.\stim\028','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
60	'imgPerTrial',008,'fixationImage01ID',039,'fixationImage02ID',049,'fixationImage03ID',059,'fixationImage04ID',069,'fixationImage05ID',079,'fixationImage06ID',009,'fixationImage07ID',019,'fixationImage08ID',029,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\039','fixationImage02File','.\stim\049','fixationImage03File','.\stim\059','fixationImage04File','.\stim\069','fixationImage05File','.\stim\079','fixationImage06File','.\stim\009','fixationImage07File','.\stim\019','fixationImage08File','.\stim\029','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
61	'imgPerTrial',008,'fixationImage01ID',040,'fixationImage02ID',050,'fixationImage03ID',060,'fixationImage04ID',070,'fixationImage05ID',080,'fixationImage06ID',010,'fixationImage07ID',020,'fixationImage08ID',030,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\040','fixationImage02File','.\stim\050','fixationImage03File','.\stim\060','fixationImage04File','.\stim\070','fixationImage05File','.\stim\080','fixationImage06File','.\stim\010','fixationImage07File','.\stim\020','fixationImage08File','.\stim\030','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	7	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
62	'imgPerTrial',008,'fixationImage01ID',021,'fixationImage02ID',031,'fixationImage03ID',041,'fixationImage04ID',051,'fixationImage05ID',061,'fixationImage06ID',071,'fixationImage07ID',001,'fixationImage08ID',011,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\021','fixationImage02File','.\stim\031','fixationImage03File','.\stim\041','fixationImage04File','.\stim\051','fixationImage05File','.\stim\061','fixationImage06File','.\stim\071','fixationImage07File','.\stim\001','fixationImage08File','.\stim\011','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
63	'imgPerTrial',008,'fixationImage01ID',022,'fixationImage02ID',032,'fixationImage03ID',042,'fixationImage04ID',052,'fixationImage05ID',062,'fixationImage06ID',072,'fixationImage07ID',002,'fixationImage08ID',012,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\022','fixationImage02File','.\stim\032','fixationImage03File','.\stim\042','fixationImage04File','.\stim\052','fixationImage05File','.\stim\062','fixationImage06File','.\stim\072','fixationImage07File','.\stim\002','fixationImage08File','.\stim\012','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
64	'imgPerTrial',008,'fixationImage01ID',023,'fixationImage02ID',033,'fixationImage03ID',043,'fixationImage04ID',053,'fixationImage05ID',063,'fixationImage06ID',073,'fixationImage07ID',003,'fixationImage08ID',013,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\023','fixationImage02File','.\stim\033','fixationImage03File','.\stim\043','fixationImage04File','.\stim\053','fixationImage05File','.\stim\063','fixationImage06File','.\stim\073','fixationImage07File','.\stim\003','fixationImage08File','.\stim\013','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
65	'imgPerTrial',008,'fixationImage01ID',024,'fixationImage02ID',034,'fixationImage03ID',044,'fixationImage04ID',054,'fixationImage05ID',064,'fixationImage06ID',074,'fixationImage07ID',004,'fixationImage08ID',014,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\024','fixationImage02File','.\stim\034','fixationImage03File','.\stim\044','fixationImage04File','.\stim\054','fixationImage05File','.\stim\064','fixationImage06File','.\stim\074','fixationImage07File','.\stim\004','fixationImage08File','.\stim\014','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
66	'imgPerTrial',008,'fixationImage01ID',025,'fixationImage02ID',035,'fixationImage03ID',045,'fixationImage04ID',055,'fixationImage05ID',065,'fixationImage06ID',075,'fixationImage07ID',005,'fixationImage08ID',015,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\025','fixationImage02File','.\stim\035','fixationImage03File','.\stim\045','fixationImage04File','.\stim\055','fixationImage05File','.\stim\065','fixationImage06File','.\stim\075','fixationImage07File','.\stim\005','fixationImage08File','.\stim\015','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
67	'imgPerTrial',008,'fixationImage01ID',026,'fixationImage02ID',036,'fixationImage03ID',046,'fixationImage04ID',056,'fixationImage05ID',066,'fixationImage06ID',076,'fixationImage07ID',006,'fixationImage08ID',016,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\026','fixationImage02File','.\stim\036','fixationImage03File','.\stim\046','fixationImage04File','.\stim\056','fixationImage05File','.\stim\066','fixationImage06File','.\stim\076','fixationImage07File','.\stim\006','fixationImage08File','.\stim\016','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	8	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
